Symbol	Date	Close	Open	High	Low	Vol
BTC_USD	2018-05-06	9,656.4	9,859.6	9,957.7	9,446.7	150945
BTC_USD	2018-05-05	9,853.5	9,709.5	9,992.8	9,691.3	158449
BTC_USD	2018-05-04	9,708.6	9,747.6	9,800.9	9,549.0	161547
BTC_USD	2018-05-03	9,749.7	9,244.2	9,809.4	9,171.4	201175
BTC_USD	2018-05-02	9,243.2	9,076.8	9,265.7	8,991.9	137476
BTC_USD	2018-05-01	9,074.9	9,245.1	9,245.1	8,851.0	173347
BTC_USD	2018-04-30	9,245.1	9,415.8	9,456.7	9,135.4	156828
BTC_USD	2018-04-29	9,415.1	9,352.2	9,565.1	9,182.8	184718
BTC_USD	2018-04-28	9,352.4	8,940.8	9,428.9	8,895.5	199776
BTC_USD	2018-04-27	8,940.9	9,282.8	9,386.3	8,920.2	184908
BTC_USD	2018-04-26	9,287.0	8,874.5	9,303.6	8,669.8	248391
BTC_USD	2018-04-25	8,873.1	9,645.0	9,753.1	8,768.1	395672
BTC_USD	2018-04-24	9,645.3	8,952.7	9,734.8	8,937.0	260792
BTC_USD	2018-04-23	8,952.8	8,809.3	9,001.0	8,785.3	147539
BTC_USD	2018-04-22	8,806.7	8,923.6	9,022.3	8,766.5	161889
BTC_USD	2018-04-21	8,923.1	8,867.0	9,027.7	8,614.5	206010
BTC_USD	2018-04-20	8,867.0	8,292.3	8,926.2	8,224.5	225964
BTC_USD	2018-04-19	8,290.8	8,179.0	8,303.7	8,126.7	155078
BTC_USD	2018-04-18	8,178.4	7,908.5	8,227.6	7,895.3	163263
BTC_USD	2018-04-17	7,908.6	8,070.0	8,171.7	7,852.8	162586
BTC_USD	2018-04-16	8,070.0	8,362.2	8,412.9	7,908.5	197696
BTC_USD	2018-04-15	8,363.6	8,004.6	8,411.5	8,004.6	160255
BTC_USD	2018-04-14	8,004.4	7,891.1	8,180.2	7,839.3	164706
BTC_USD	2018-04-13	7,887.4	7,926.9	8,228.0	7,756.6	296947
BTC_USD	2018-04-12	7,926.6	6,963.3	8,009.6	6,779.3	398298
BTC_USD	2018-04-11	6,962.1	6,855.6	6,988.6	6,818.4	142072
BTC_USD	2018-04-10	6,854.8	6,782.6	6,899.5	6,671.6	134232
BTC_USD	2018-04-09	6,781.9	7,035.7	7,192.5	6,633.2	241191
BTC_USD	2018-04-08	7,030.5	6,905.9	7,113.4	6,903.9	132509
